income,abe
400,55
400,55
400,55
400,30
400,55
400,50
400,50
400,60
400,50
400,55
400,70
400,60
400,65
400,35
400,60
400,55
400,50
400,50
400,60
400,50
400,55
400,70
400,60
400,60
400,60
400,35
400,55
400,60
400,35
400,40
400,50
400,55
400,75
400,60
400,60
400,50
400,60
400,60
400,35
400,60
400,40
400,50
400,55
400,40
400,45
400,60
400,70
400,65
400,65
400,70
400,65
400,65
400,65
400,80
400,65
400,70
400,65
400,80
400,75
400,65
400,65
400,75
400,65
400,55
400,80
400,70
400,70
400,75
500,25
500,25
500,25
500,15
500,0
500,5
500,20
500,35
500,10
500,25
500,0
500,15
500,20
500,25
500,10
500,30
500,20
500,25
500,5
500,25
500,25
500,25
500,25
500,30
500,25
500,25
500,0
500,20
500,25
500,30
500,15
500,0
500,25
500,40
500,30
500,30
500,25
500,30
500,40
500,10
500,20
500,40
500,30
500,35
500,30
500,10
500,15
500,30
500,30
500,30
500,5
500,5
500,30
500,35
500,25
500,35
500,10
500,25
500,5
500,30
500,25
500,25
500,30
500,20
500,15
500,25
500,30
500,30
500,35
500,35
500,35
500,35
500,20
500,30
500,35
500,15
500,45
500,10
500,30
500,20
500,35
500,35
500,15
500,20
500,10
500,45
500,15
500,30
500,20
500,10
500,35
500,35
500,20
500,40
500,35
500,40
500,10
500,35
500,30
500,40
500,30
500,50
500,30
500,25
500,40
500,30
500,35
500,30
500,40
500,50
500,40
500,35
500,40
500,35
500,25
500,40
500,25
500,40
500,40
500,40
500,35
500,35
500,15
500,40
500,40
500,35
500,30
500,40
500,35
500,35
500,35
500,40
500,40
500,40
500,65
500,25
500,35
500,40
500,40
500,25
500,55
500,45
500,20
500,20
500,60
500,45
500,40
500,25
500,45
500,40
500,25
500,35
500,45
500,45
500,40
500,35
500,40
500,35
500,40
500,55
500,45
500,45
500,25
500,45
500,45
500,60
500,45
500,45
500,30
500,45
500,45
500,45
500,20
500,40
500,20
500,45
500,55
500,25
500,30
500,55
500,50
500,40
500,45
500,45
500,70
500,45
500,25
500,35
500,30
500,55
500,30
500,50
500,30
500,55
500,60
500,50
500,50
500,50
500,30
500,60
500,35
500,45
500,50
500,50
500,55
500,45
500,45
500,55
500,50
500,50
500,55
500,35
500,55
500,45
500,55
500,50
500,25
500,50
500,45
500,50
500,55
500,50
500,40
500,30
500,50
500,50
500,50
500,50
500,50
500,55
500,60
500,45
500,35
500,45
500,50
500,50
500,25
500,35
500,30
500,35
500,60
500,50
500,50
500,55
500,45
500,45
500,50
500,55
500,60
500,30
500,35
500,25
500,50
500,55
500,60
500,40
500,50
500,50
500,60
500,50
500,50
500,50
500,60
500,50
500,45
500,30
500,40
500,60
500,50
500,35
500,50
500,35
500,40
500,50
500,45
500,60
500,45
500,25
500,45
500,40
500,30
500,40
500,25
500,55
500,50
500,25
500,30
500,30
500,45
500,60
500,25
500,45
500,50
500,60
500,35
500,55
500,30
500,50
500,40
500,50
500,60
500,25
500,50
500,75
500,35
500,55
500,50
500,30
500,50
500,35
500,25
500,50
500,25
500,45
500,25
500,65
500,45
500,35
500,50
500,50
500,50
500,50
500,50
500,50
500,50
500,50
500,40
500,40
500,50
500,30
500,50
500,50
500,60
500,25
500,50
500,55
500,50
500,50
500,45
500,50
500,50
500,65
500,50
500,50
500,30
500,50
500,40
500,40
500,50
500,30
500,30
500,35
500,50
500,55
500,50
500,50
500,40
500,45
500,35
500,30
500,50
500,35
500,50
500,55
500,35
500,45
500,60
500,55
500,35
500,30
500,55
500,30
500,55
500,65
500,55
500,55
500,40
500,35
500,35
500,45
500,55
500,55
500,55
500,55
500,60
500,60
500,35
500,50
500,60
500,60
500,50
500,70
500,60
500,50
500,45
500,60
500,40
500,40
500,70
500,65
500,60
500,55
500,60
500,60
500,50
500,35
500,60
500,70
500,60
500,60
500,60
500,70
500,65
500,60
500,60
500,65
500,65
500,55
500,75
500,75
500,50
500,70
700,20
700,10
700,25
700,30
700,15
700,25
700,25
700,5
700,30
700,25
700,15
700,30
700,5
700,30
700,0
700,20
700,5
700,30
700,30
700,30
700,5
700,30
700,5
700,30
700,25
700,30
700,20
700,15
700,35
700,35
700,25
700,35
700,35
700,35
700,35
700,40
700,30
700,35
700,30
700,15
700,45
700,40
700,50
700,25
700,55
700,45
700,55
700,45
700,40
700,40
700,30
700,40
700,40
700,50
700,35
700,50
700,45
700,30
700,45
700,30
700,40
700,40
700,20
700,35
700,35
700,40
700,40
700,40
700,35
700,45
700,45
700,45
700,30
700,15
700,40
700,45
700,45
700,50
700,45
700,50
700,35
700,45
700,40
700,45
700,40
700,50
700,45
700,45
700,45
700,45
700,40
700,45
700,35
700,20
700,50
700,35
700,45
700,45
700,45
700,50
700,40
700,50
700,50
700,30
700,30
700,25
700,60
700,50
700,55
700,50
700,35
700,50
700,55
700,40
700,40
700,50
700,55
700,55
700,40
700,45
700,40
700,35
700,25
700,50
700,55
700,50
700,25
700,55
700,40
700,50
700,50
700,50
700,55
700,50
700,50
700,50
700,55
700,50
700,50
700,30
700,65
700,50
700,60
700,40
700,65
700,60
700,45
700,50
700,50
700,45
700,50
700,50
700,60
700,50
700,45
700,50
700,60
700,60
700,50
700,50
700,50
700,30
700,55
700,40
700,50
700,55
700,40
700,40
700,25
700,25
700,50
700,60
700,50
700,35
700,50
700,50
700,55
700,50
700,45
700,55
700,50
700,50
700,50
700,50
700,50
700,50
700,35
700,55
700,45
700,35
700,55
700,55
700,60
700,50
700,45
700,50
700,40
700,30
700,30
700,30
700,55
700,35
700,55
700,60
700,55
700,50
700,40
700,55
700,45
700,60
700,60
700,55
700,45
700,60
700,30
700,40
700,60
700,35
700,60
700,65
700,60
700,40
700,70
700,70
700,70
700,85
700,55
700,70
700,70
700,50
1000,25
1000,25
1000,20
1000,30
1000,10
1000,40
1000,25
1000,45
1000,25
1000,55
1000,40
1000,40
1000,40
1000,15
1000,20
1000,40
1000,35
1000,40
1000,50
1000,55
1000,50
1000,50
1000,55
1000,35
1000,60
1000,50
1000,40
1000,50
1000,65
1000,50
1000,50
1000,30
1000,30
1000,50
1000,50
1000,55
1000,55
1000,55
1000,40
1000,60
1000,55
1000,60
1000,55
1000,70
1000,65
1000,65
1000,60
1000,60
1000,70
1500,10
1500,20
1500,25
1500,30
1500,35
1500,50
1500,40
1500,35
1500,55
1500,45
2000,45
2000,55
2000,50
2000,60
2250,35
2250,30
2250,45
2250,40
2250,30
2250,40
2250,35
