exper,exper2,yeduc,income,lincome
20,400,12,50,3.912023
20,400,12,25,3.218876
20,400,12,50,3.912023
20,400,12,375,5.926926
20,400,12,225,5.416101
20,400,12,50,3.912023
20,400,12,250,5.521461
20,400,12,50,3.912023
20,400,12,550,6.309918
20,400,12,250,5.521461
20,400,12,300,5.703783
20,400,12,400,5.991465
20,400,12,125,4.828314
20,400,12,100,4.60517
20,400,12,300,5.703783
20,400,12,450,6.109248
20,400,12,350,5.857933
20,400,12,300,5.703783
20,400,12,300,5.703783
20,400,12,200,5.298317
20,400,12,450,6.109248
20,400,12,250,5.521461
20,400,12,200,5.298317
20,400,12,300,5.703783
20,400,12,200,5.298317
20,400,12,350,5.857933
20,400,12,175,5.164786
20,400,12,400,5.991465
20,400,12,200,5.298317
20,400,12,200,5.298317
20,400,12,350,5.857933
20,400,12,250,5.521461
20,400,12,175,5.164786
20,400,12,400,5.991465
20,400,12,400,5.991465
20,400,12,200,5.298317
20,400,12,550,6.309918
20,400,12,550,6.309918
20,400,12,550,6.309918
20,400,12,400,5.991465
20,400,12,300,5.703783
20,400,12,250,5.521461
20,400,12,200,5.298317
20,400,12,350,5.857933
20,400,12,250,5.521461
20,400,12,275,5.616771
20,400,12,350,5.857933
20,400,12,300,5.703783
20,400,12,275,5.616771
20,400,12,250,5.521461
20,400,12,400,5.991465
20,400,12,350,5.857933
20,400,12,500,6.214608
20,400,12,500,6.214608
20,400,12,600,6.39693
20,400,12,500,6.214608
20,400,12,375,5.926926
20,400,12,500,6.214608
20,400,12,700,6.55108
20,400,12,700,6.55108
20,400,12,350,5.857933
20,400,12,350,5.857933
20,400,12,450,6.109248
20,400,12,500,6.214608
21,441,12,200,5.298317
21,441,12,50,3.912023
21,441,12,6.25,1.832582
21,441,12,100,4.60517
21,441,12,200,5.298317
21,441,12,50,3.912023
21,441,12,50,3.912023
21,441,12,50,3.912023
21,441,12,250,5.521461
21,441,12,100,4.60517
21,441,12,150,5.010635
21,441,12,256.25,5.546154
21,441,12,6.25,1.832582
21,441,12,206.25,5.329089
21,441,12,206.25,5.329089
21,441,12,6.25,1.832582
21,441,12,256.25,5.546154
21,441,12,56.25,4.029806
21,441,12,125,4.828314
21,441,12,50,3.912023
21,441,12,125,4.828314
21,441,12,175,5.164786
21,441,12,225,5.416101
21,441,12,25,3.218876
21,441,12,50,3.912023
21,441,12,250,5.521461
21,441,12,250,5.521461
21,441,12,300,5.703783
21,441,12,50,3.912023
21,441,12,300,5.703783
21,441,12,300,5.703783
21,441,12,100,4.60517
21,441,12,100,4.60517
21,441,12,250,5.521461
21,441,12,150,5.010635
21,441,12,250,5.521461
21,441,12,75,4.317488
21,441,12,150,5.010635
21,441,12,350,5.857933
21,441,12,350,5.857933
21,441,12,300,5.703783
21,441,12,300,5.703783
21,441,12,106.25,4.665795
21,441,12,106.25,4.665795
21,441,12,350,5.857933
21,441,12,350,5.857933
21,441,12,300,5.703783
21,441,12,250,5.521461
21,441,12,200,5.298317
21,441,12,150,5.010635
21,441,12,200,5.298317
21,441,12,400,5.991465
21,441,12,400,5.991465
21,441,12,250,5.521461
21,441,12,400,5.991465
21,441,12,156.25,5.051457
21,441,12,206.25,5.329089
21,441,12,250,5.521461
21,441,12,250,5.521461
21,441,12,200,5.298317
21,441,12,200,5.298317
21,441,12,206.25,5.329089
21,441,12,250,5.521461
21,441,12,225,5.416101
21,441,12,400,5.991465
21,441,12,300,5.703783
21,441,12,350,5.857933
21,441,12,200,5.298317
21,441,12,400,5.991465
21,441,12,400,5.991465
21,441,12,250,5.521461
21,441,12,400,5.991465
21,441,12,300,5.703783
21,441,12,350,5.857933
21,441,12,500,6.214608
21,441,12,275,5.616771
21,441,12,500,6.214608
21,441,12,300,5.703783
21,441,12,250,5.521461
21,441,12,350,5.857933
21,441,12,350,5.857933
21,441,12,350,5.857933
21,441,12,550,6.309918
21,441,12,750,6.620073
21,441,12,550,6.309918
22,484,12,200,5.298317
22,484,12,350,5.857933
22,484,12,250,5.521461
22,484,12,50,3.912023
22,484,12,100,4.60517
22,484,12,200,5.298317
22,484,12,156.25,5.051457
22,484,12,256.25,5.546154
22,484,12,206.25,5.329089
22,484,12,256.25,5.546154
22,484,12,56.25,4.029806
22,484,12,6.25,1.832582
22,484,12,31.25,3.442019
22,484,12,275,5.616771
22,484,12,125,4.828314
22,484,12,200,5.298317
22,484,12,250,5.521461
22,484,12,150,5.010635
22,484,12,200,5.298317
22,484,12,150,5.010635
22,484,12,400,5.991465
22,484,12,100,4.60517
22,484,12,150,5.010635
22,484,12,400,5.991465
22,484,12,300,5.703783
22,484,12,100,4.60517
22,484,12,50,3.912023
22,484,12,300,5.703783
22,484,12,150,5.010635
22,484,12,150,5.010635
22,484,12,300,5.703783
22,484,12,150,5.010635
22,484,12,300,5.703783
22,484,12,200,5.298317
22,484,12,350,5.857933
22,484,12,106.25,4.665795
22,484,12,106.25,4.665795
22,484,12,200,5.298317
22,484,12,250,5.521461
22,484,12,200,5.298317
22,484,12,200,5.298317
22,484,12,150,5.010635
22,484,12,200,5.298317
22,484,12,200,5.298317
22,484,12,150,5.010635
22,484,12,350,5.857933
22,484,12,250,5.521461
22,484,12,150,5.010635
22,484,12,150,5.010635
22,484,12,200,5.298317
22,484,12,200,5.298317
22,484,12,400,5.991465
22,484,12,300,5.703783
22,484,12,400,5.991465
22,484,12,300,5.703783
22,484,12,250,5.521461
22,484,12,200,5.298317
22,484,12,225,5.416101
22,484,12,400,5.991465
22,484,12,250,5.521461
22,484,12,250,5.521461
22,484,12,350,5.857933
22,484,12,550,6.309918
22,484,12,300,5.703783
22,484,12,550,6.309918
22,484,12,250,5.521461
22,484,12,250,5.521461
22,484,12,350,5.857933
22,484,12,250,5.521461
22,484,12,450,6.109248
22,484,12,450,6.109248
22,484,12,450,6.109248
22,484,12,300,5.703783
22,484,12,350,5.857933
22,484,12,450,6.109248
22,484,12,450,6.109248
22,484,12,400,5.991465
22,484,12,300,5.703783
22,484,12,350,5.857933
22,484,12,450,6.109248
22,484,12,700,6.55108
22,484,12,450,6.109248
22,484,12,450,6.109248
22,484,12,850,6.745236
22,484,12,350,5.857933
22,484,12,500,6.214608
22,484,12,356.25,5.875633
22,484,12,400,5.991465
22,484,12,600,6.39693
23,529,12,200,5.298317
23,529,12,250,5.521461
23,529,12,250,5.521461
23,529,12,50,3.912023
23,529,12,250,5.521461
23,529,12,100,4.60517
23,529,12,150,5.010635
23,529,12,6.25,1.832582
23,529,12,25,3.218876
23,529,12,56.25,4.029806
23,529,12,106.25,4.665795
23,529,12,6.25,1.832582
23,529,12,256.25,5.546154
23,529,12,125,4.828314
23,529,12,175,5.164786
23,529,12,25,3.218876
23,529,12,300,5.703783
23,529,12,100,4.60517
23,529,12,300,5.703783
23,529,12,250,5.521461
23,529,12,300,5.703783
23,529,12,400,5.991465
23,529,12,400,5.991465
23,529,12,550,6.309918
23,529,12,300,5.703783
23,529,12,56.25,4.029806
23,529,12,50,3.912023
23,529,12,50,3.912023
23,529,12,50,3.912023
23,529,12,150,5.010635
23,529,12,200,5.298317
23,529,12,200,5.298317
23,529,12,250,5.521461
23,529,12,150,5.010635
23,529,12,300,5.703783
23,529,12,106.25,4.665795
23,529,12,350,5.857933
23,529,12,150,5.010635
23,529,12,100,4.60517
23,529,12,300,5.703783
23,529,12,500,6.214608
23,529,12,200,5.298317
23,529,12,156.25,5.051457
23,529,12,650,6.476973
23,529,12,156.25,5.051457
23,529,12,300,5.703783
23,529,12,200,5.298317
23,529,12,450,6.109248
23,529,12,200,5.298317
23,529,12,250,5.521461
23,529,12,350,5.857933
23,529,12,500,6.214608
23,529,12,250,5.521461
23,529,12,600,6.39693
23,529,12,400,5.991465
23,529,12,275,5.616771
23,529,12,256.25,5.546154
23,529,12,450,6.109248
23,529,12,300,5.703783
23,529,12,500,6.214608
23,529,12,300,5.703783
23,529,12,400,5.991465
23,529,12,400,5.991465
23,529,12,450,6.109248
23,529,12,500,6.214608
23,529,12,450,6.109248
23,529,12,600,6.39693
23,529,12,550,6.309918
2,4,13,25,3.218876
2,4,13,25,3.218876
2,4,13,100,4.60517
2,4,13,6.25,1.832582
2,4,13,106.25,4.665795
2,4,13,50,3.912023
2,4,13,75,4.317488
2,4,13,75,4.317488
2,4,13,100,4.60517
2,4,13,200,5.298317
3,9,13,106.25,4.665795
3,9,13,106.25,4.665795
3,9,13,125,4.828314
3,9,13,125,4.828314
3,9,13,100,4.60517
3,9,13,100,4.60517
3,9,13,56.25,4.029806
3,9,13,150,5.010635
3,9,13,150,5.010635
3,9,13,150,5.010635
3,9,13,300,5.703783
3,9,13,200,5.298317
3,9,13,200,5.298317
3,9,13,150,5.010635
3,9,13,106.25,4.665795
3,9,13,300,5.703783
3,9,13,150,5.010635
3,9,13,150,5.010635
3,9,13,200,5.298317
3,9,13,150,5.010635
3,9,13,250,5.521461
3,9,13,200,5.298317
3,9,13,250,5.521461
4,16,13,150,5.010635
4,16,13,56.25,4.029806
4,16,13,106.25,4.665795
4,16,13,150,5.010635
4,16,13,56.25,4.029806
4,16,13,150,5.010635
4,16,13,150,5.010635
4,16,13,150,5.010635
4,16,13,200,5.298317
4,16,13,150,5.010635
4,16,13,150,5.010635
4,16,13,150,5.010635
4,16,13,150,5.010635
4,16,13,200,5.298317
4,16,13,250,5.521461
4,16,13,250,5.521461
4,16,13,150,5.010635
4,16,13,150,5.010635
4,16,13,150,5.010635
4,16,13,150,5.010635
4,16,13,106.25,4.665795
4,16,13,200,5.298317
4,16,13,156.25,5.051457
4,16,13,250,5.521461
4,16,13,350,5.857933
4,16,13,200,5.298317
4,16,13,300,5.703783
4,16,13,300,5.703783
5,25,13,100,4.60517
5,25,13,100,4.60517
5,25,13,50,3.912023
5,25,13,156.25,5.051457
5,25,13,156.25,5.051457
5,25,13,100,4.60517
5,25,13,200,5.298317
5,25,13,100,4.60517
5,25,13,200,5.298317
5,25,13,250,5.521461
5,25,13,200,5.298317
5,25,13,250,5.521461
5,25,13,106.25,4.665795
5,25,13,150,5.010635
5,25,13,150,5.010635
5,25,13,100,4.60517
5,25,13,150,5.010635
5,25,13,250,5.521461
5,25,13,300,5.703783
5,25,13,250,5.521461
5,25,13,300,5.703783
5,25,13,300,5.703783
5,25,13,156.25,5.051457
5,25,13,200,5.298317
5,25,13,156.25,5.051457
6,36,13,200,5.298317
6,36,13,100,4.60517
6,36,13,106.25,4.665795
6,36,13,400,5.991465
6,36,13,200,5.298317
6,36,13,250,5.521461
6,36,13,200,5.298317
6,36,13,200,5.298317
6,36,13,250,5.521461
6,36,13,250,5.521461
6,36,13,150,5.010635
6,36,13,250,5.521461
6,36,13,300,5.703783
6,36,13,250,5.521461
6,36,13,300,5.703783
6,36,13,300,5.703783
6,36,13,300,5.703783
6,36,13,250,5.521461
6,36,13,300,5.703783
6,36,13,300,5.703783
6,36,13,300,5.703783
6,36,13,300,5.703783
6,36,13,300,5.703783
6,36,13,200,5.298317
6,36,13,400,5.991465
6,36,13,350,5.857933
6,36,13,500,6.214608
6,36,13,500,6.214608
7,49,13,150,5.010635
7,49,13,25,3.218876
7,49,13,125,4.828314
7,49,13,125,4.828314
7,49,13,150,5.010635
7,49,13,300,5.703783
7,49,13,100,4.60517
7,49,13,250,5.521461
7,49,13,150,5.010635
7,49,13,200,5.298317
7,49,13,100,4.60517
7,49,13,150,5.010635
7,49,13,125,4.828314
7,49,13,125,4.828314
7,49,13,200,5.298317
7,49,13,200,5.298317
7,49,13,100,4.60517
7,49,13,200,5.298317
7,49,13,200,5.298317
7,49,13,150,5.010635
7,49,13,350,5.857933
7,49,13,175,5.164786
7,49,13,250,5.521461
7,49,13,250,5.521461
7,49,13,150,5.010635
7,49,13,250,5.521461
7,49,13,250,5.521461
7,49,13,300,5.703783
7,49,13,300,5.703783
7,49,13,400,5.991465
7,49,13,250,5.521461
8,64,13,200,5.298317
8,64,13,150,5.010635
8,64,13,175,5.164786
8,64,13,100,4.60517
8,64,13,50,3.912023
8,64,13,150,5.010635
8,64,13,150,5.010635
8,64,13,250,5.521461
8,64,13,150,5.010635
8,64,13,150,5.010635
8,64,13,250,5.521461
8,64,13,250,5.521461
8,64,13,250,5.521461
8,64,13,200,5.298317
8,64,13,100,4.60517
8,64,13,150,5.010635
8,64,13,300,5.703783
8,64,13,300,5.703783
8,64,13,300,5.703783
8,64,13,150,5.010635
8,64,13,200,5.298317
8,64,13,300,5.703783
8,64,13,300,5.703783
8,64,13,300,5.703783
8,64,13,175,5.164786
8,64,13,350,5.857933
8,64,13,250,5.521461
8,64,13,300,5.703783
8,64,13,350,5.857933
8,64,13,350,5.857933
8,64,13,300,5.703783
8,64,13,300,5.703783
8,64,13,300,5.703783
8,64,13,350,5.857933
8,64,13,400,5.991465
8,64,13,350,5.857933
8,64,13,400,5.991465
9,81,13,25,3.218876
9,81,13,106.25,4.665795
9,81,13,50,3.912023
9,81,13,250,5.521461
9,81,13,250,5.521461
9,81,13,200,5.298317
9,81,13,106.25,4.665795
9,81,13,250,5.521461
9,81,13,450,6.109248
9,81,13,300,5.703783
9,81,13,250,5.521461
9,81,13,250,5.521461
9,81,13,156.25,5.051457
9,81,13,250,5.521461
9,81,13,250,5.521461
9,81,13,300,5.703783
9,81,13,156.25,5.051457
9,81,13,250,5.521461
9,81,13,350,5.857933
9,81,13,350,5.857933
9,81,13,500,6.214608
10,100,13,150,5.010635
10,100,13,100,4.60517
10,100,13,100,4.60517
10,100,13,150,5.010635
10,100,13,106.25,4.665795
10,100,13,175,5.164786
10,100,13,125,4.828314
10,100,13,31.25,3.442019
10,100,13,275,5.616771
10,100,13,300,5.703783
10,100,13,150,5.010635
10,100,13,200,5.298317
10,100,13,300,5.703783
10,100,13,200,5.298317
10,100,13,200,5.298317
10,100,13,250,5.521461
10,100,13,100,4.60517
10,100,13,300,5.703783
10,100,13,250,5.521461
10,100,13,250,5.521461
10,100,13,200,5.298317
10,100,13,350,5.857933
10,100,13,300,5.703783
10,100,13,350,5.857933
10,100,13,300,5.703783
10,100,13,350,5.857933
10,100,13,150,5.010635
10,100,13,300,5.703783
10,100,13,250,5.521461
10,100,13,150,5.010635
10,100,13,250,5.521461
10,100,13,175,5.164786
10,100,13,250,5.521461
10,100,13,250,5.521461
10,100,13,350,5.857933
10,100,13,300,5.703783
10,100,13,350,5.857933
10,100,13,300,5.703783
10,100,13,300,5.703783
10,100,13,300,5.703783
10,100,13,200,5.298317
10,100,13,300,5.703783
10,100,13,450,6.109248
10,100,13,450,6.109248
10,100,13,1150,7.047517
11,121,13,200,5.298317
11,121,13,200,5.298317
11,121,13,100,4.60517
11,121,13,150,5.010635
11,121,13,50,3.912023
11,121,13,175,5.164786
11,121,13,125,4.828314
11,121,13,150,5.010635
11,121,13,150,5.010635
11,121,13,200,5.298317
11,121,13,100,4.60517
11,121,13,150,5.010635
11,121,13,150,5.010635
11,121,13,100,4.60517
11,121,13,250,5.521461
11,121,13,200,5.298317
11,121,13,100,4.60517
11,121,13,250,5.521461
11,121,13,200,5.298317
11,121,13,125,4.828314
11,121,13,300,5.703783
11,121,13,300,5.703783
11,121,13,250,5.521461
11,121,13,350,5.857933
11,121,13,250,5.521461
11,121,13,250,5.521461
11,121,13,150,5.010635
11,121,13,350,5.857933
11,121,13,300,5.703783
11,121,13,400,5.991465
11,121,13,350,5.857933
11,121,13,200,5.298317
11,121,13,250,5.521461
11,121,13,300,5.703783
11,121,13,300,5.703783
11,121,13,225,5.416101
11,121,13,300,5.703783
11,121,13,300,5.703783
11,121,13,400,5.991465
11,121,13,400,5.991465
11,121,13,1050,6.956545
12,144,13,150,5.010635
12,144,13,50,3.912023
12,144,13,200,5.298317
12,144,13,100,4.60517
12,144,13,150,5.010635
12,144,13,250,5.521461
12,144,13,100,4.60517
12,144,13,206.25,5.329089
12,144,13,56.25,4.029806
12,144,13,6.25,1.832582
12,144,13,175,5.164786
12,144,13,25,3.218876
12,144,13,25,3.218876
12,144,13,300,5.703783
12,144,13,150,5.010635
12,144,13,250,5.521461
12,144,13,150,5.010635
12,144,13,100,4.60517
12,144,13,200,5.298317
12,144,13,250,5.521461
12,144,13,106.25,4.665795
12,144,13,350,5.857933
12,144,13,100,4.60517
12,144,13,250,5.521461
12,144,13,350,5.857933
12,144,13,250,5.521461
12,144,13,350,5.857933
12,144,13,300,5.703783
12,144,13,150,5.010635
12,144,13,350,5.857933
12,144,13,300,5.703783
12,144,13,400,5.991465
12,144,13,250,5.521461
12,144,13,150,5.010635
12,144,13,250,5.521461
12,144,13,200,5.298317
12,144,13,175,5.164786
12,144,13,350,5.857933
12,144,13,175,5.164786
12,144,13,300,5.703783
12,144,13,300,5.703783
12,144,13,225,5.416101
12,144,13,350,5.857933
12,144,13,300,5.703783
12,144,13,400,5.991465
12,144,13,400,5.991465
12,144,13,350,5.857933
12,144,13,500,6.214608
12,144,13,300,5.703783
13,169,13,50,3.912023
13,169,13,150,5.010635
13,169,13,150,5.010635
13,169,13,150,5.010635
13,169,13,150,5.010635
13,169,13,12.5,2.525729
13,169,13,256.25,5.546154
13,169,13,275,5.616771
13,169,13,225,5.416101
13,169,13,200,5.298317
13,169,13,250,5.521461
13,169,13,250,5.521461
13,169,13,200,5.298317
13,169,13,250,5.521461
13,169,13,300,5.703783
13,169,13,250,5.521461
13,169,13,100,4.60517
13,169,13,106.25,4.665795
13,169,13,350,5.857933
13,169,13,300,5.703783
13,169,13,400,5.991465
13,169,13,300,5.703783
13,169,13,300,5.703783
13,169,13,300,5.703783
13,169,13,300,5.703783
13,169,13,250,5.521461
13,169,13,300,5.703783
13,169,13,200,5.298317
13,169,13,150,5.010635
13,169,13,156.25,5.051457
13,169,13,300,5.703783
13,169,13,206.25,5.329089
13,169,13,350,5.857933
13,169,13,450,6.109248
13,169,13,250,5.521461
13,169,13,200,5.298317
13,169,13,350,5.857933
13,169,13,350,5.857933
13,169,13,350,5.857933
13,169,13,450,6.109248
13,169,13,400,5.991465
14,196,13,150,5.010635
14,196,13,250,5.521461
14,196,13,25,3.218876
14,196,13,150,5.010635
14,196,13,25,3.218876
14,196,13,150,5.010635
14,196,13,100,4.60517
14,196,13,150,5.010635
14,196,13,6.25,1.832582
14,196,13,56.25,4.029806
14,196,13,31.25,3.442019
14,196,13,25,3.218876
14,196,13,25,3.218876
14,196,13,50,3.912023
14,196,13,25,3.218876
14,196,13,100,4.60517
14,196,13,250,5.521461
14,196,13,300,5.703783
14,196,13,200,5.298317
14,196,13,250,5.521461
14,196,13,150,5.010635
14,196,13,150,5.010635
14,196,13,450,6.109248
14,196,13,100,4.60517
14,196,13,150,5.010635
14,196,13,150,5.010635
14,196,13,150,5.010635
14,196,13,350,5.857933
14,196,13,150,5.010635
14,196,13,250,5.521461
14,196,13,500,6.214608
14,196,13,150,5.010635
14,196,13,250,5.521461
14,196,13,206.25,5.329089
14,196,13,250,5.521461
14,196,13,200,5.298317
14,196,13,200,5.298317
14,196,13,350,5.857933
14,196,13,350,5.857933
14,196,13,350,5.857933
14,196,13,450,6.109248
14,196,13,256.25,5.546154
14,196,13,400,5.991465
14,196,13,500,6.214608
14,196,13,300,5.703783
14,196,13,250,5.521461
14,196,13,500,6.214608
14,196,13,500,6.214608
14,196,13,550,6.309918
15,225,13,200,5.298317
15,225,13,100,4.60517
15,225,13,50,3.912023
15,225,13,50,3.912023
15,225,13,100,4.60517
15,225,13,100,4.60517
15,225,13,200,5.298317
15,225,13,56.25,4.029806
15,225,13,6.25,1.832582
15,225,13,106.25,4.665795
15,225,13,175,5.164786
15,225,13,200,5.298317
15,225,13,250,5.521461
15,225,13,200,5.298317
15,225,13,300,5.703783
15,225,13,300,5.703783
15,225,13,100,4.60517
15,225,13,450,6.109248
15,225,13,300,5.703783
15,225,13,250,5.521461
15,225,13,200,5.298317
15,225,13,250,5.521461
15,225,13,100,4.60517
15,225,13,250,5.521461
15,225,13,300,5.703783
15,225,13,250,5.521461
15,225,13,200,5.298317
15,225,13,400,5.991465
15,225,13,650,6.476973
15,225,13,250,5.521461
15,225,13,150,5.010635
15,225,13,250,5.521461
15,225,13,300,5.703783
15,225,13,156.25,5.051457
15,225,13,550,6.309918
15,225,13,250,5.521461
15,225,13,400,5.991465
15,225,13,450,6.109248
15,225,13,450,6.109248
15,225,13,206.25,5.329089
15,225,13,200,5.298317
15,225,13,700,6.55108
15,225,13,200,5.298317
15,225,13,350,5.857933
15,225,13,400,5.991465
15,225,13,350,5.857933
15,225,13,350,5.857933
15,225,13,450,6.109248
15,225,13,750,6.620073
15,225,13,500,6.214608
15,225,13,350,5.857933
15,225,13,500,6.214608
16,256,13,50,3.912023
16,256,13,100,4.60517
16,256,13,350,5.857933
16,256,13,25,3.218876
16,256,13,200,5.298317
16,256,13,256.25,5.546154
16,256,13,75,4.317488
16,256,13,225,5.416101
16,256,13,200,5.298317
16,256,13,150,5.010635
16,256,13,50,3.912023
16,256,13,300,5.703783
16,256,13,150,5.010635
16,256,13,200,5.298317
16,256,13,200,5.298317
16,256,13,350,5.857933
16,256,13,100,4.60517
16,256,13,300,5.703783
16,256,13,150,5.010635
16,256,13,300,5.703783
16,256,13,350,5.857933
16,256,13,200,5.298317
16,256,13,450,6.109248
16,256,13,150,5.010635
16,256,13,350,5.857933
16,256,13,100,4.60517
16,256,13,150,5.010635
16,256,13,250,5.521461
16,256,13,200,5.298317
16,256,13,200,5.298317
16,256,13,350,5.857933
16,256,13,300,5.703783
16,256,13,175,5.164786
16,256,13,250,5.521461
16,256,13,350,5.857933
16,256,13,500,6.214608
16,256,13,250,5.521461
16,256,13,450,6.109248
16,256,13,350,5.857933
16,256,13,350,5.857933
16,256,13,350,5.857933
16,256,13,350,5.857933
16,256,13,450,6.109248
16,256,13,200,5.298317
16,256,13,400,5.991465
16,256,13,450,6.109248
16,256,13,450,6.109248
16,256,13,600,6.39693
16,256,13,300,5.703783
16,256,13,400,5.991465
16,256,13,400,5.991465
16,256,13,400,5.991465
16,256,13,350,5.857933
16,256,13,275,5.616771
16,256,13,450,6.109248
16,256,13,400,5.991465
16,256,13,450,6.109248
16,256,13,450,6.109248
16,256,13,450,6.109248
16,256,13,600,6.39693
17,289,13,50,3.912023
17,289,13,100,4.60517
17,289,13,200,5.298317
17,289,13,56.25,4.029806
17,289,13,6.25,1.832582
17,289,13,275,5.616771
17,289,13,75,4.317488
17,289,13,100,4.60517
17,289,13,100,4.60517
17,289,13,50,3.912023
17,289,13,56.25,4.029806
17,289,13,200,5.298317
17,289,13,50,3.912023
17,289,13,150,5.010635
17,289,13,250,5.521461
17,289,13,400,5.991465
17,289,13,400,5.991465
17,289,13,200,5.298317
17,289,13,300,5.703783
17,289,13,200,5.298317
17,289,13,350,5.857933
17,289,13,200,5.298317
17,289,13,350,5.857933
17,289,13,206.25,5.329089
17,289,13,400,5.991465
17,289,13,250,5.521461
17,289,13,500,6.214608
17,289,13,275,5.616771
17,289,13,350,5.857933
17,289,13,350,5.857933
17,289,13,550,6.309918
17,289,13,700,6.55108
18,324,13,150,5.010635
18,324,13,100,4.60517
18,324,13,250,5.521461
18,324,13,250,5.521461
18,324,13,56.25,4.029806
18,324,13,6.25,1.832582
18,324,13,275,5.616771
18,324,13,150,5.010635
18,324,13,50,3.912023
18,324,13,300,5.703783
18,324,13,200,5.298317
18,324,13,150,5.010635
18,324,13,56.25,4.029806
18,324,13,100,4.60517
18,324,13,150,5.010635
18,324,13,100,4.60517
18,324,13,300,5.703783
18,324,13,150,5.010635
18,324,13,106.25,4.665795
18,324,13,250,5.521461
18,324,13,250,5.521461
18,324,13,150,5.010635
18,324,13,156.25,5.051457
18,324,13,250,5.521461
18,324,13,400,5.991465
18,324,13,400,5.991465
18,324,13,250,5.521461
18,324,13,350,5.857933
18,324,13,450,6.109248
18,324,13,250,5.521461
18,324,13,250,5.521461
18,324,13,500,6.214608
18,324,13,250,5.521461
18,324,13,350,5.857933
18,324,13,275,5.616771
18,324,13,400,5.991465
18,324,13,500,6.214608
18,324,13,400,5.991465
19,361,13,250,5.521461
19,361,13,25,3.218876
19,361,13,250,5.521461
19,361,13,100,4.60517
19,361,13,50,3.912023
19,361,13,56.25,4.029806
19,361,13,25,3.218876
19,361,13,375,5.926926
19,361,13,175,5.164786
19,361,13,275,5.616771
19,361,13,275,5.616771
19,361,13,275,5.616771
19,361,13,225,5.416101
19,361,13,56.25,4.029806
19,361,13,150,5.010635
19,361,13,200,5.298317
19,361,13,300,5.703783
19,361,13,400,5.991465
19,361,13,50,3.912023
19,361,13,100,4.60517
19,361,13,350,5.857933
19,361,13,106.25,4.665795
19,361,13,450,6.109248
19,361,13,125,4.828314
19,361,13,350,5.857933
19,361,13,100,4.60517
19,361,13,250,5.521461
19,361,13,350,5.857933
19,361,13,250,5.521461
19,361,13,250,5.521461
19,361,13,250,5.521461
19,361,13,350,5.857933
19,361,13,150,5.010635
19,361,13,450,6.109248
19,361,13,200,5.298317
19,361,13,450,6.109248
19,361,13,300,5.703783
19,361,13,300,5.703783
19,361,13,350,5.857933
19,361,13,256.25,5.546154
19,361,13,600,6.39693
19,361,13,400,5.991465
19,361,13,350,5.857933
19,361,13,600,6.39693
19,361,13,400,5.991465
19,361,13,375,5.926926
19,361,13,600,6.39693
19,361,13,400,5.991465
19,361,13,350,5.857933
19,361,13,400,5.991465
20,400,13,50,3.912023
20,400,13,100,4.60517
20,400,13,50,3.912023
20,400,13,100,4.60517
20,400,13,200,5.298317
20,400,13,200,5.298317
20,400,13,350,5.857933
20,400,13,375,5.926926
20,400,13,50,3.912023
20,400,13,400,5.991465
20,400,13,150,5.010635
20,400,13,250,5.521461
20,400,13,300,5.703783
20,400,13,100,4.60517
20,400,13,300,5.703783
20,400,13,200,5.298317
20,400,13,150,5.010635
20,400,13,450,6.109248
20,400,13,150,5.010635
20,400,13,100,4.60517
20,400,13,500,6.214608
20,400,13,350,5.857933
20,400,13,150,5.010635
20,400,13,350,5.857933
20,400,13,350,5.857933
20,400,13,150,5.010635
20,400,13,200,5.298317
20,400,13,550,6.309918
20,400,13,550,6.309918
20,400,13,200,5.298317
20,400,13,400,5.991465
20,400,13,200,5.298317
20,400,13,350,5.857933
20,400,13,250,5.521461
20,400,13,350,5.857933
20,400,13,300,5.703783
20,400,13,400,5.991465
20,400,13,300,5.703783
20,400,13,500,6.214608
20,400,13,700,6.55108
20,400,13,350,5.857933
20,400,13,450,6.109248
21,441,13,200,5.298317
21,441,13,50,3.912023
21,441,13,150,5.010635
21,441,13,200,5.298317
21,441,13,25,3.218876
21,441,13,275,5.616771
21,441,13,150,5.010635
21,441,13,100,4.60517
21,441,13,300,5.703783
21,441,13,300,5.703783
21,441,13,100,4.60517
21,441,13,75,4.317488
21,441,13,450,6.109248
21,441,13,150,5.010635
21,441,13,125,4.828314
21,441,13,300,5.703783
21,441,13,300,5.703783
21,441,13,300,5.703783
21,441,13,500,6.214608
21,441,13,250,5.521461
21,441,13,350,5.857933
21,441,13,250,5.521461
21,441,13,150,5.010635
21,441,13,350,5.857933
21,441,13,400,5.991465
21,441,13,250,5.521461
21,441,13,300,5.703783
21,441,13,550,6.309918
21,441,13,300,5.703783
21,441,13,300,5.703783
21,441,13,450,6.109248
21,441,13,275,5.616771
21,441,13,500,6.214608
21,441,13,275,5.616771
21,441,13,450,6.109248
21,441,13,300,5.703783
21,441,13,600,6.39693
21,441,13,600,6.39693
21,441,13,550,6.309918
22,484,13,100,4.60517
22,484,13,100,4.60517
22,484,13,250,5.521461
22,484,13,50,3.912023
22,484,13,356.25,5.875633
22,484,13,106.25,4.665795
22,484,13,225,5.416101
22,484,13,300,5.703783
22,484,13,250,5.521461
22,484,13,250,5.521461
22,484,13,100,4.60517
22,484,13,350,5.857933
22,484,13,200,5.298317
22,484,13,150,5.010635
