exper,exper2,mbirth,moyeduc,payeduc,sibs,yeduc,lincome
19,361,6,13,9,2,16,6.9077554
19,361,2,16,16,1,16,7.3132205
19,361,11,12,18,1,16,6.9077554
19,361,7,9,12,1,16,7.1106963
7,49,8,12,16,1,18,6.3969297
7,49,11,16,16,1,18,6.2146082
7,49,8,18,18,2,18,6.2146082
7,49,5,12,12,5,18,6.3969297
9,81,11,16,16,2,18,6.856462
9,81,9,14,18,1,18,5.9914646
9,81,2,14,16,1,18,6.3099184
9,81,4,12,16,1,18,6.856462
11,121,11,12,16,2,18,6.2146082
11,121,1,12,9,0,18,6.3969297
11,121,2,12,12,0,18,6.3969297
11,121,7,12,12,1,18,6.5510802
11,121,8,12,12,1,18,6.5510802
11,121,2,14,16,1,18,6.5510802
11,121,7,14,16,2,18,6.5510802
12,144,2,9,9,1,18,6.3969297
12,144,7,12,12,1,18,6.5510802
12,144,5,12,12,2,18,6.5510802
12,144,2,14,14,1,18,6.6200733
14,196,3,13,12,1,18,6.3969297
14,196,11,9,12,2,18,6.3969297
14,196,7,12,12,1,18,6.5510802
14,196,10,12,13,0,18,6.5510802
14,196,1,13,13,1,18,6.5510802
14,196,8,14,13,3,18,6.3969297
14,196,1,13,16,2,18,6.5510802
16,256,3,14,16,1,18,6.2146082
16,256,12,12,12,1,18,6.5510802
16,256,4,16,16,1,18,6.2146082
